(25.3333,10.5367)
(25.5,10.465)
(25.6667,10.3917)
(25.8333,10.3167)
(26,10.24)
(26.1667,10.1617)
(26.3333,10.0817)
(26.5,10)
(26.6667,9.91667)
(26.8333,9.83167)
(27,9.745)
(27.1667,9.65667)
(27.3333,9.56667)
(27.5,9.475)
(27.6667,9.38167)
(27.8333,9.28667)
(28,9.19)
(28.1667,9.09167)
(28.3333,8.99167)
(28.5,8.89)
(28.6667,8.78667)
(28.8333,8.68167)
(29,8.575)
(29.1667,8.46667)
(29.3333,8.35667)
(29.5,8.245)
(29.6667,8.13167)
(29.8333,8.01667)
(30,7.9)
(30.1667,7.78167)
(30.3333,7.66167)
(30.5,7.54)
(30.6667,7.41667)
(30.8333,7.29167)
(31,7.165)
(31.1667,7.03667)
(31.3333,6.90667)
(31.5,6.775)
(31.6667,6.64167)
(31.8333,6.50667)
(32,6.37)
(32.1667,6.23167)
(32.3333,6.09167)
(32.5,5.95)
(32.6667,5.80667)
(32.8333,5.66167)
(33,5.515)
(33.1667,5.36667)
(33.3333,5.21667)
(33.5,5.065)
(33.6667,4.91167)
(33.8333,4.75667)
(34,4.6)
(34.1667,4.44167)
(34.3333,4.28167)
(34.5,4.12)
(34.6667,3.95667)
(34.8333,3.79167)
(35,3.625)
(35.1667,3.45667)
(35.3333,3.28667)
(35.5,3.115)
(35.6667,2.94167)
(35.8333,2.76667)
(36,2.59)
(36.1667,2.41167)
(36.3333,2.23167)
(36.5,2.05)
(36.6667,1.86667)
(36.8333,1.68167)
(37,1.495)
(37.1667,1.30667)
(37.3333,1.11667)
(37.5,0.925)
(37.6667,0.731667)
(37.8333,0.536667)
(38,0.34)
(38.1667,0.141667)
(38.2847,0)
(38.4181,0.158333)
(38.5514,0.315)
(38.6847,0.47)
(38.8181,0.623333)
(38.9514,0.775)
(39.0847,0.925)
(39.2181,1.07333)
(39.3514,1.22)
(39.4847,1.365)
(39.6181,1.50833)
(39.7514,1.65)
(39.8847,1.79)
(40.0181,1.92833)
(40.1514,2.065)
(40.2847,2.2)
(40.4181,2.33333)
(40.5514,2.465)
(40.6847,2.595)
(40.8181,2.72333)
(40.9514,2.85)
(41.0847,2.975)
(41.2181,3.09833)
(41.3514,3.22)
(41.4847,3.34)
(41.6181,3.45833)
(41.7514,3.575)
(41.8847,3.69)
(42.0181,3.80333)
(42.1514,3.915)
(42.2847,4.025)
(42.4181,4.13333)
(42.5514,4.24)
(42.6847,4.345)
(42.8181,4.44833)
(42.9514,4.55)
(43.0847,4.65)
(43.2181,4.74833)
(43.3514,4.845)
(43.4847,4.94)
(43.6181,5.03333)
(43.7514,5.125)
(43.8847,5.215)
(44.0181,5.30333)
(44.1514,5.39)
(44.2847,5.475)
(44.4181,5.55833)
(44.5514,5.64)
(44.6847,5.72)
(44.8181,5.79833)
(44.9514,5.875)
(45.0847,5.95)
(45.2181,6.02333)
(45.3514,6.095)
(45.4847,6.165)
(45.6181,6.23333)
(45.7514,6.3)
(45.8847,6.365)
(46.0181,6.42833)
(46.1514,6.49)
(46.2847,6.55)
(46.4181,6.60833)
(46.5514,6.665)
(46.6847,6.72)
(46.8181,6.77333)
(46.9514,6.825)
(47.0847,6.875)
(47.2181,6.92333)
(47.3514,6.97)
(47.4847,7.015)
(47.6181,7.05833)
(47.7514,7.1)
(47.8847,7.14)
(48.0181,7.17833)
(48.1514,7.215)
(48.2847,7.25)
(48.4181,7.28333)
(48.5514,7.315)
(48.6847,7.345)
(48.8181,7.37333)
(48.9514,7.4)
(49.0847,7.425)
(49.2181,7.44833)
(49.3514,7.47)
(49.4847,7.49)
(49.6181,7.50833)
(49.7514,7.525)
(49.8847,7.54)
(50.0181,7.55333)
(50.1514,7.565)
(50.2847,7.575)
(50.4181,7.58333)
(50.5514,7.59)
(50.6847,7.595)
(50.8181,7.59833)
(50.9514,7.6)
(51.0847,7.6)
(51.2181,7.59833)
(51.3514,7.595)
(51.4847,7.59)
(51.6181,7.58333)
(51.7514,7.575)
(51.8847,7.565)
(52.0181,7.55333)
(52.1514,7.54)
(52.2847,7.525)
(52.4181,7.50833)
(52.5514,7.49)
(52.6847,7.47)
(52.8181,7.44833)
(52.9514,7.425)
(53.0847,7.4)
(53.2181,7.37333)
(53.3514,7.345)
(53.4847,7.315)
(53.6181,7.28333)
(53.7514,7.25)
(53.8847,7.215)
(54.0181,7.17833)
(54.1514,7.14)
(54.2847,7.1)
(54.4181,7.05833)
(54.5514,7.015)
(54.6847,6.97)
(54.8181,6.92333)
(54.9514,6.875)
(55.0847,6.825)
(55.2181,6.77333)
(55.3514,6.72)
(55.4847,6.665)
(55.6181,6.60833)
(55.7514,6.55)
(55.8847,6.49)
(56.0181,6.42833)
(56.1514,6.365)
(56.2847,6.3)
(56.4181,6.23333)
(56.5514,6.165)
(56.6847,6.095)
(56.8181,6.02333)
(56.9514,5.95)
(57.0847,5.875)
(57.2181,5.79833)
(57.3514,5.72)
(57.4847,5.64)
(57.6181,5.55833)
(57.7514,5.475)
(57.8847,5.39)
(58.0181,5.30333)
(58.1514,5.215)
(58.2847,5.125)
(58.4181,5.03333)
(58.5514,4.94)
(58.6847,4.845)
(58.8181,4.74833)
(58.9514,4.65)
(59.0847,4.55)
(59.2181,4.44833)
(59.3514,4.345)
(59.4847,4.24)
(59.6181,4.13333)
(59.7514,4.025)
(59.8847,3.915)
(60.0181,3.80333)
(60.1514,3.69)
(60.2847,3.575)
(60.4181,3.45833)
(60.5514,3.34)
(60.6847,3.22)
(60.8181,3.09833)
(60.9514,2.975)
(61.0847,2.85)
(61.2181,2.72333)
(61.3514,2.595)
(61.4847,2.465)
(61.6181,2.33333)
(61.7514,2.2)
(61.8847,2.065)
(62.0181,1.92833)
(62.1514,1.79)
(62.2847,1.65)
(62.4181,1.50833)
(62.5514,1.365)
(62.6847,1.22)
(62.8181,1.07333)
(62.9514,0.925)
(63.0847,0.775)
(63.2181,0.623333)
(63.3514,0.47)
(63.4847,0.315)
(63.6181,0.158333)
(63.7514,0)
(63.8581,0.125)
(63.9647,0.248333)
(64.0714,0.37)
(64.1781,0.49)
(64.2847,0.608333)
(64.3914,0.725)
(64.4981,0.84)
(64.6047,0.953333)
(64.7114,1.065)
(64.8181,1.175)
(64.9247,1.28333)
(65.0314,1.39)
(65.1381,1.495)
(65.2447,1.59833)
(65.3514,1.7)
(65.4581,1.8)
(65.5647,1.89833)
(65.6714,1.995)
(65.7781,2.09)
(65.8847,2.18333)
(65.9914,2.275)
(66.0981,2.365)
(66.2047,2.45333)
(66.3114,2.54)
(66.4181,2.625)
(66.5247,2.70833)
(66.6314,2.79)
(66.7381,2.87)
(66.8447,2.94833)
(66.9514,3.025)
(67.0581,3.1)
(67.1647,3.17333)
(67.2714,3.245)
(67.3781,3.315)
(67.4847,3.38333)
(67.5914,3.45)
(67.6981,3.515)
(67.8047,3.57833)
(67.9114,3.64)
(68.0181,3.7)
(68.1247,3.75833)
(68.2314,3.815)
(68.3381,3.87)
(68.4447,3.92333)
(68.5514,3.975)
(68.6581,4.025)
(68.7647,4.07333)
(68.8714,4.12)
(68.9781,4.165)
(69.0847,4.20833)
(69.1914,4.25)
(69.2981,4.29)
(69.4047,4.32833)
(69.5114,4.365)
(69.6181,4.4)
(69.7247,4.43333)
(69.8314,4.465)
(69.9381,4.495)
(70.0447,4.52333)
(70.1514,4.55)
(70.2581,4.575)
(70.3647,4.59833)
(70.4714,4.62)
(70.5781,4.64)
(70.6847,4.65833)
(70.7914,4.675)
(70.8981,4.69)
(71.0047,4.70333)
(71.1114,4.715)
(71.2181,4.725)
(71.3247,4.73333)
(71.4314,4.74)
(71.5381,4.745)
(71.6447,4.74833)
(71.7514,4.75)
(71.8581,4.75)
(71.9647,4.74833)
(72.0714,4.745)
(72.1781,4.74)
(72.2847,4.73333)
(72.3914,4.725)
(72.4981,4.715)
(72.6047,4.70333)
(72.7114,4.69)
(72.8181,4.675)
(72.9247,4.65833)
(73.0314,4.64)
(73.1381,4.62)
(73.2447,4.59833)
(73.3514,4.575)
(73.4581,4.55)
(73.5647,4.52333)
(73.6714,4.495)
(73.7781,4.465)
(73.8847,4.43333)
(73.9914,4.4)
(74.0981,4.365)
(74.2047,4.32833)
(74.3114,4.29)
(74.4181,4.25)
(74.5247,4.20833)
(74.6314,4.165)
(74.7381,4.12)
(74.8447,4.07333)
(74.9514,4.025)
(75.0581,3.975)
(75.1647,3.92333)
(75.2714,3.87)
(75.3781,3.815)
(75.4847,3.75833)
(75.5914,3.7)
(75.6981,3.64)
(75.8047,3.57833)
(75.9114,3.515)
(76.0181,3.45)
(76.1247,3.38333)
(76.2314,3.315)
(76.3381,3.245)
(76.4447,3.17333)
(76.5514,3.1)
(76.6581,3.025)
(76.7647,2.94833)
(76.8714,2.87)
(76.9781,2.79)
(77.0847,2.70833)
(77.1914,2.625)
(77.2981,2.54)
(77.4047,2.45333)
(77.5114,2.365)
(77.6181,2.275)
(77.7247,2.18333)
(77.8314,2.09)
(77.9381,1.995)
(78.0447,1.89833)
(78.1514,1.8)
(78.2581,1.7)
(78.3647,1.59833)
(78.4714,1.495)
(78.5781,1.39)
(78.6847,1.28333)
(78.7914,1.175)
(78.8981,1.065)
(79.0047,0.953333)
(79.1114,0.84)
(79.2181,0.725)
(79.3247,0.608333)
(79.4314,0.49)
(79.5381,0.37)
(79.6447,0.248333)
(79.7514,0.125)
(79.8581,9.71445e-16)
(79.8581,0)
(79.9434,0.0996667)
(80.0287,0.197667)
(80.1141,0.294)
(80.1994,0.388667)
(80.2847,0.481667)
(80.3701,0.573)
(80.4554,0.662667)
(80.5407,0.750667)
(80.6261,0.837)
(80.7114,0.921667)
(80.7967,1.00467)
(80.8821,1.086)
(80.9674,1.16567)
(81.0527,1.24367)
(81.1381,1.32)
(81.2234,1.39467)
(81.3087,1.46767)
(81.3941,1.539)
(81.4794,1.60867)
(81.5647,1.67667)
(81.6501,1.743)
(81.7354,1.80767)
(81.8207,1.87067)
(81.9061,1.932)
(81.9914,1.99167)
(82.0767,2.04967)
(82.1621,2.106)
(82.2474,2.16067)
(82.3327,2.21367)
(82.4181,2.265)
(82.5034,2.31467)
(82.5887,2.36267)
(82.6741,2.409)
(82.7594,2.45367)
(82.8447,2.49667)
(82.9301,2.538)
(83.0154,2.57767)
(83.1007,2.61567)
(83.1861,2.652)
(83.2714,2.68667)
(83.3567,2.71967)
(83.4421,2.751)
(83.5274,2.78067)
(83.6127,2.80867)
(83.6981,2.835)
(83.7834,2.85967)
(83.8687,2.88267)
(83.9541,2.904)
(84.0394,2.92367)
(84.1247,2.94167)
(84.2101,2.958)
(84.2954,2.97267)
(84.3807,2.98567)
(84.4661,2.997)
(84.5514,3.00667)
(84.6367,3.01467)
(84.7221,3.021)
(84.8074,3.02567)
(84.8927,3.02867)
(84.9781,3.03)
(85.0634,3.02967)
(85.1487,3.02767)
(85.2341,3.024)
(85.3194,3.01867)
(85.4047,3.01167)
(85.4901,3.003)
(85.5754,2.99267)
(85.6607,2.98067)
(85.7461,2.967)
(85.8314,2.95167)
(85.9167,2.93467)
(86.0021,2.916)
(86.0874,2.89567)
(86.1727,2.87367)
(86.2581,2.85)
(86.3434,2.82467)
(86.4287,2.79767)
(86.5141,2.769)
(86.5994,2.73867)
(86.6847,2.70667)
(86.7701,2.673)
(86.8554,2.63767)
(86.9407,2.60067)
(87.0261,2.562)
(87.1114,2.52167)
(87.1967,2.47967)
(87.2821,2.436)
(87.3674,2.39067)
(87.4527,2.34367)
(87.5381,2.295)
(87.6234,2.24467)
(87.7087,2.19267)
(87.7941,2.139)
(87.8794,2.08367)
(87.9647,2.02667)
(88.0501,1.968)
(88.1354,1.90767)
(88.2207,1.84567)
(88.3061,1.782)
(88.3914,1.71667)
(88.4767,1.64967)
(88.5621,1.581)
(88.6474,1.51067)
(88.7327,1.43867)
(88.8181,1.365)
(88.9034,1.28967)
(88.9887,1.21267)
(89.0741,1.134)
(89.1594,1.05367)
(89.2447,0.971667)
(89.3301,0.888)
(89.4154,0.802667)
(89.5007,0.715667)
(89.5861,0.627)
(89.6714,0.536667)
(89.7567,0.444667)
(89.8421,0.351)
(89.9274,0.255667)
(90.0127,0.158667)
(90.0981,0.06)
(90.1491,0)
(90.2174,0.0786)
(90.2856,0.155533)
(90.3539,0.2308)
(90.4222,0.3044)
(90.4904,0.376333)
(90.5587,0.4466)
(90.627,0.5152)
(90.6952,0.582133)
(90.7635,0.6474)
(90.8318,0.711)
(90.9,0.772933)
(90.9683,0.8332)
(91.0366,0.8918)
(91.1048,0.948733)
(91.1731,1.004)
(91.2414,1.0576)
(91.3096,1.10953)
(91.3779,1.1598)
(91.4462,1.2084)
(91.5144,1.25533)
(91.5827,1.3006)
(91.651,1.3442)
(91.7192,1.38613)
(91.7875,1.4264)
(91.8558,1.465)
(91.924,1.50193)
(91.9923,1.5372)
(92.0606,1.5708)
(92.1288,1.60273)
(92.1971,1.633)
(92.2654,1.6616)
(92.3336,1.68853)
(92.4019,1.7138)
(92.4702,1.7374)
(92.5384,1.75933)
(92.6067,1.7796)
(92.675,1.7982)
(92.7432,1.81513)
(92.8115,1.8304)
(92.8798,1.844)
(92.948,1.85593)
(93.0163,1.8662)
(93.0846,1.8748)
(93.1528,1.88173)
(93.2211,1.887)
(93.2894,1.8906)
(93.3576,1.89253)
(93.4259,1.8928)
(93.4942,1.8914)
(93.5624,1.88833)
(93.6307,1.8836)
(93.699,1.8772)
(93.7672,1.86913)
(93.8355,1.8594)
(93.9038,1.848)
(93.972,1.83493)
(94.0403,1.8202)
(94.1086,1.8038)
(94.1768,1.78573)
(94.2451,1.766)
(94.3134,1.7446)
(94.3816,1.72153)
(94.4499,1.6968)
(94.5182,1.6704)
(94.5864,1.64233)
(94.6547,1.6126)
(94.723,1.5812)
(94.7912,1.54813)
(94.8595,1.5134)
(94.9278,1.477)
(94.996,1.43893)
(95.0643,1.3992)
(95.1326,1.3578)
(95.2008,1.31473)
(95.2691,1.27)
(95.3374,1.2236)
(95.4056,1.17553)
(95.4739,1.1258)
(95.5422,1.0744)
(95.6104,1.02133)
(95.6787,0.9666)
(95.747,0.9102)
(95.8152,0.852133)
(95.8835,0.7924)
(95.9518,0.731)
(96.02,0.667933)
(96.0883,0.6032)
(96.1566,0.5368)
(96.2248,0.468733)
(96.2931,0.399)
(96.3614,0.3276)
(96.4296,0.254533)
(96.4979,0.1798)
(96.5662,0.1034)
(96.6344,0.0253333)
(96.6561,0)
(96.7107,0.06212)
(96.7653,0.122573)
(96.8199,0.18136)
(96.8746,0.23848)
(96.9292,0.293933)
(96.9838,0.34772)
(97.0384,0.39984)
(97.093,0.450293)
(97.1476,0.49908)
(97.2022,0.5462)
(97.2569,0.591653)
(97.3115,0.63544)
(97.3661,0.67756)
(97.4207,0.718013)
(97.4753,0.7568)
(97.5299,0.79392)
(97.5845,0.829373)
(97.6391,0.86316)
(97.6938,0.89528)
(97.7484,0.925733)
(97.803,0.95452)
(97.8576,0.98164)
(97.9122,1.00709)
(97.9668,1.03088)
(98.0214,1.053)
(98.0761,1.07345)
(98.1307,1.09224)
(98.1853,1.10936)
(98.2399,1.12481)
(98.2945,1.1386)
(98.3491,1.15072)
(98.4037,1.16117)
(98.4583,1.16996)
(98.513,1.17708)
(98.5676,1.18253)
(98.6222,1.18632)
(98.6768,1.18844)
(98.7314,1.18889)
(98.786,1.18768)
(98.8406,1.1848)
(98.8953,1.18025)
(98.9499,1.17404)
(99.0045,1.16616)
(99.0591,1.15661)
(99.1137,1.1454)
(99.1683,1.13252)
(99.2229,1.11797)
(99.2775,1.10176)
(99.3322,1.08388)
(99.3868,1.06433)
(99.4414,1.04312)
(99.496,1.02024)
(99.5506,0.995693)
(99.6052,0.96948)
(99.6598,0.9416)
(99.7145,0.912053)
(99.7691,0.88084)
(99.8237,0.84796)
(99.8783,0.813413)
(99.9329,0.7772)
(99.9875,0.73932)
(100.042,0.699773)
(100.097,0.65856)
(100.151,0.61568)
(100.206,0.571133)
(100.261,0.52492)
(100.315,0.47704)
(100.37,0.427493)
(100.424,0.37628)
(100.479,0.3234)
(100.534,0.268853)
(100.588,0.21264)
(100.643,0.15476)
(100.697,0.0952133)
(100.752,0.034)
(100.782,0)
(100.825,0.0486373)
(100.869,0.095608)
(100.913,0.140912)
(100.956,0.184549)
(101,0.22652)
(101.044,0.266824)
(101.087,0.305461)
(101.131,0.342432)
(101.175,0.377736)
(101.219,0.411373)
(101.262,0.443344)
(101.306,0.473648)
(101.35,0.502285)
(101.393,0.529256)
(101.437,0.55456)
(101.481,0.578197)
(101.524,0.600168)
(101.568,0.620472)
(101.612,0.639109)
(101.655,0.65608)
(101.699,0.671384)
(101.743,0.685021)
(101.787,0.696992)
(101.83,0.707296)
(101.874,0.715933)
(101.918,0.722904)
(101.961,0.728208)
(102.005,0.731845)
(102.049,0.733816)
(102.092,0.73412)
(102.136,0.732757)
(102.18,0.729728)
(102.223,0.725032)
(102.267,0.718669)
(102.311,0.71064)
(102.355,0.700944)
(102.398,0.689581)
(102.442,0.676552)
(102.486,0.661856)
(102.529,0.645493)
(102.573,0.627464)
(102.617,0.607768)
(102.66,0.586405)
(102.704,0.563376)
(102.748,0.53868)
(102.791,0.512317)
(102.835,0.484288)
(102.879,0.454592)
(102.922,0.423229)
(102.966,0.3902)
(103.01,0.355504)
(103.054,0.319141)
(103.097,0.281112)
(103.141,0.241416)
(103.185,0.200053)
(103.228,0.157024)
(103.272,0.112328)
(103.316,0.0659653)
(103.359,0.017936)
(103.375,0)
(103.41,0)
(103.442,0)
(103.47,0)
(103.495,0)
(103.518,0)
(103.539,0)
(103.558,0)
(103.574,0)
(103.589,0)
(103.603,0)
(103.615,0)
(103.626,0)
(103.636,0)
